手机号码	FXS端口	默认路由计划	高级路由计划	低级路由计划	绑定IP账号数量	来显方式	反极控制	业务密码	注册密码	号码业务	DID1	DID2	DID3	彩铃	用户类别（1-15）	FXS帐号	ip帐号	短号	号码闭塞(0-禁用,1-启用)	收号方式(0-DSP,1-SLIC)	呼叫频度
670651		高级路由计划	默认		0	0	0	;+.0Cc	;+.0Cc					0	1		670651		0	1	0
670652		高级路由计划	默认		0	0	0	xgL*"FYpG%:q	xgL*"FYpG%:q					0	1		670652		0	1	0
670653		高级路由计划	默认		0	0	0	(k>J!b?	(k>J!b?					0	1		670653		0	1	0
670654		高级路由计划	默认		0	0	0	{t"Use88	{t"Use88					0	1		670654		0	1	0
670655		高级路由计划	默认		0	0	0	A"4=R4*j@kN	A"4=R4*j@kN					0	1		670655		0	1	0
670656		高级路由计划	默认		0	0	0	c`Bv	c`Bv					0	1		670656		0	1	0
670657		高级路由计划	默认		0	0	0	t~~.,,El:d'	t~~.,,El:d'					0	1		670657		0	1	0
670658		高级路由计划	默认		0	0	0	<l$iCFabZ8	<l$iCFabZ8					0	1		670658		0	1	0
670659		高级路由计划	默认		0	0	0	wb3*K	wb3*K					0	1		670659		0	1	0
670660		高级路由计划	默认		0	0	0	$|?Xwyl/'	$|?Xwyl/'					0	1		670660		0	1	0
670661		高级路由计划	默认		0	0	0	/^\G`x;W!^	/^\G`x;W!^					0	1		670661		0	1	0
670662		高级路由计划	默认		0	0	0	GDZwC>^Pca	GDZwC>^Pca					0	1		670662		0	1	0
670663		高级路由计划	默认		0	0	0	q.gy	q.gy					0	1		670663		0	1	0
670664		高级路由计划	默认		0	0	0	pwP&FT45*.nV	pwP&FT45*.nV					0	1		670664		0	1	0
670665		高级路由计划	默认		0	0	0	@!f|(~g<	@!f|(~g<					0	1		670665		0	1	0
670666		高级路由计划	默认		0	0	0	|WuREXR	|WuREXR					0	1		670666		0	1	0
670667		高级路由计划	默认		0	0	0	k48}xf	k48}xf					0	1		670667		0	1	0
670668		高级路由计划	默认		0	0	0	bFXrCv	bFXrCv					0	1		670668		0	1	0
670669		高级路由计划	默认		0	0	0	bsNdb?:	bsNdb?:					0	1		670669		0	1	0
670670		高级路由计划	默认		0	0	0	;sQB:,GFiAcy	;sQB:,GFiAcy					0	1		670670		0	1	0
670671		高级路由计划	默认		0	0	0	s]ztK	s]ztK					0	1		670671		0	1	0
670672		高级路由计划	默认		0	0	0	}J#_v@)Gm6Wd	}J#_v@)Gm6Wd					0	1		670672		0	1	0
670673		高级路由计划	默认		0	0	0	up|}K/	up|}K/					0	1		670673		0	1	0
670674		高级路由计划	默认		0	0	0	U<!g8$m	U<!g8$m					0	1		670674		0	1	0
670675		高级路由计划	默认		0	0	0	N/cYF4D}M+U%	N/cYF4D}M+U%					0	1		670675		0	1	0
670676		高级路由计划	默认		0	0	0	3+d8iFs]d	3+d8iFs]d					0	1		670676		0	1	0
670677		高级路由计划	默认		0	0	0	j*BpC;kR^	j*BpC;kR^					0	1		670677		0	1	0
670678		高级路由计划	默认		0	0	0	yXr)	yXr)					0	1		670678		0	1	0
670679		高级路由计划	默认		0	0	0	d"ShFeP`	d"ShFeP`					0	1		670679		0	1	0
670680		高级路由计划	默认		0	0	0	M_/&7	M_/&7					0	1		670680		0	1	0
670681		高级路由计划	默认		0	0	0	"-}T	"-}T					0	1		670681		0	1	0
670682		高级路由计划	默认		0	0	0	\hD{U("P}v	\hD{U("P}v					0	1		670682		0	1	0
670683		高级路由计划	默认		0	0	0	6F:=2g$g>-Is	6F:=2g$g>-Is					0	1		670683		0	1	0
670684		高级路由计划	默认		0	0	0	k_Oj	k_Oj					0	1		670684		0	1	0
670685		高级路由计划	默认		0	0	0	|t_u66T71M03	|t_u66T71M03					0	1		670685		0	1	0
670686		高级路由计划	默认		0	0	0	-!XTG|M	-!XTG|M					0	1		670686		0	1	0
670687		高级路由计划	默认		0	0	0	t$f*]C<1$3	t$f*]C<1$3					0	1		670687		0	1	0
670688		高级路由计划	默认		0	0	0	Z`{:I	Z`{:I					0	1		670688		0	1	0
670689		高级路由计划	默认		0	0	0	.xs/>	.xs/>					0	1		670689		0	1	0
670690		高级路由计划	默认		0	0	0	K%sD	K%sD					0	1		670690		0	1	0
670691		高级路由计划	默认		0	0	0	j*4i<(4	j*4i<(4					0	1		670691		0	1	0
670692		高级路由计划	默认		0	0	0	8}_\F%f%	8}_\F%f%					0	1		670692		0	1	0
670693		高级路由计划	默认		0	0	0	=#Q(8{&Lb	=#Q(8{&Lb					0	1		670693		0	1	0
670694		高级路由计划	默认		0	0	0	Eu:X3f	Eu:X3f					0	1		670694		0	1	0
670695		高级路由计划	默认		0	0	0	GcU9]&ORq	GcU9]&ORq					0	1		670695		0	1	0
670696		高级路由计划	默认		0	0	0	I9ZKU	I9ZKU					0	1		670696		0	1	0
670697		高级路由计划	默认		0	0	0	$vgc\fOYTu	$vgc\fOYTu					0	1		670697		0	1	0
670698		高级路由计划	默认		0	0	0	ltckImo8_5	ltckImo8_5					0	1		670698		0	1	0
670699		高级路由计划	默认		0	0	0	@87wm&	@87wm&					0	1		670699		0	1	0
670700		高级路由计划	默认		0	0	0	-IOdaS_:HO	-IOdaS_:HO					0	1		670700		0	1	0
670701		高级路由计划	默认		0	0	0	-5=sS5~#t1	-5=sS5~#t1					0	1		670701		0	1	0
670702		高级路由计划	默认		0	0	0	stGW\MJ~	stGW\MJ~					0	1		670702		0	1	0
670703		高级路由计划	默认		0	0	0	B4N~|},=S;_	B4N~|},=S;_					0	1		670703		0	1	0
670704		高级路由计划	默认		0	0	0	W^O@|_	W^O@|_					0	1		670704		0	1	0
670705		高级路由计划	默认		0	0	0	b1kix	b1kix					0	1		670705		0	1	0
670706		高级路由计划	默认		0	0	0	Vlz8|21nY	Vlz8|21nY					0	1		670706		0	1	0
670707		高级路由计划	默认		0	0	0	!UHS	!UHS					0	1		670707		0	1	0
670708		高级路由计划	默认		0	0	0	mbY.qkU^LI`e	mbY.qkU^LI`e					0	1		670708		0	1	0
670709		高级路由计划	默认		0	0	0	]55Y;!v{YcD	]55Y;!v{YcD					0	1		670709		0	1	0
670710		高级路由计划	默认		0	0	0	rf$A}[H3	rf$A}[H3					0	1		670710		0	1	0
670711		高级路由计划	默认		0	0	0	&Xe8\	&Xe8\					0	1		670711		0	1	0
670712		高级路由计划	默认		0	0	0	Zzt")c3vE/0<	Zzt")c3vE/0<					0	1		670712		0	1	0
670713		高级路由计划	默认		0	0	0	qD:M	qD:M					0	1		670713		0	1	0
670714		高级路由计划	默认		0	0	0	-kw'A1fI	-kw'A1fI					0	1		670714		0	1	0
670715		高级路由计划	默认		0	0	0	[|IKKi	[|IKKi					0	1		670715		0	1	0
670716		高级路由计划	默认		0	0	0	L8fnF,g	L8fnF,g					0	1		670716		0	1	0
670717		高级路由计划	默认		0	0	0	S~t\go's`b	S~t\go's`b					0	1		670717		0	1	0
670718		高级路由计划	默认		0	0	0	tSRUNttt{OKy	tSRUNttt{OKy					0	1		670718		0	1	0
670719		高级路由计划	默认		0	0	0	k&%&8'	k&%&8'					0	1		670719		0	1	0
670720		高级路由计划	默认		0	0	0	*yn,i	*yn,i					0	1		670720		0	1	0
670721		高级路由计划	默认		0	0	0	a3WDt7j[zD	a3WDt7j[zD					0	1		670721		0	1	0
670722		高级路由计划	默认		0	0	0	Zx(l#!FS^	Zx(l#!FS^					0	1		670722		0	1	0
670723		高级路由计划	默认		0	0	0	_[oP<GKdAo0	_[oP<GKdAo0					0	1		670723		0	1	0
670724		高级路由计划	默认		0	0	0	uI=G&Elo	uI=G&Elo					0	1		670724		0	1	0
670725		高级路由计划	默认		0	0	0	Vh{X	Vh{X					0	1		670725		0	1	0
670726		高级路由计划	默认		0	0	0	+ctt{Z	+ctt{Z					0	1		670726		0	1	0
670727		高级路由计划	默认		0	0	0	;95rYT!/>K)|	;95rYT!/>K)|					0	1		670727		0	1	0
670728		高级路由计划	默认		0	0	0	fjub<Z	fjub<Z					0	1		670728		0	1	0
670729		高级路由计划	默认		0	0	0	dmSb0F=)Lh	dmSb0F=)Lh					0	1		670729		0	1	0
670730		高级路由计划	默认		0	0	0	w)qy	w)qy					0	1		670730		0	1	0
670731		高级路由计划	默认		0	0	0	,D~KqRB	,D~KqRB					0	1		670731		0	1	0
670732		高级路由计划	默认		0	0	0	!A23;\qXtI	!A23;\qXtI					0	1		670732		0	1	0
670733		高级路由计划	默认		0	0	0	-psW	-psW					0	1		670733		0	1	0
670734		高级路由计划	默认		0	0	0	tc^b]T\,=6ar	tc^b]T\,=6ar					0	1		670734		0	1	0
670735		高级路由计划	默认		0	0	0	&4J*	&4J*					0	1		670735		0	1	0
670736		高级路由计划	默认		0	0	0	TzMqf:ApImg	TzMqf:ApImg					0	1		670736		0	1	0
670737		高级路由计划	默认		0	0	0	aB.2\dp8D5f	aB.2\dp8D5f					0	1		670737		0	1	0
670738		高级路由计划	默认		0	0	0	7i>f[	7i>f[					0	1		670738		0	1	0
670739		高级路由计划	默认		0	0	0	^.3$:^	^.3$:^					0	1		670739		0	1	0
670740		高级路由计划	默认		0	0	0	F!$,g	F!$,g					0	1		670740		0	1	0
670741		高级路由计划	默认		0	0	0	S7Hx;8	S7Hx;8					0	1		670741		0	1	0
670742		高级路由计划	默认		0	0	0	hI4*	hI4*					0	1		670742		0	1	0
670743		高级路由计划	默认		0	0	0	mHR:	mHR:					0	1		670743		0	1	0
670744		高级路由计划	默认		0	0	0	ttF!	ttF!					0	1		670744		0	1	0
670745		高级路由计划	默认		0	0	0	$4UDHo5B	$4UDHo5B					0	1		670745		0	1	0
670746		高级路由计划	默认		0	0	0	D>lkxvx4X5wd	D>lkxvx4X5wd					0	1		670746		0	1	0
670747		高级路由计划	默认		0	0	0	yV^z4^VNgLr	yV^z4^VNgLr					0	1		670747		0	1	0
670748		高级路由计划	默认		0	0	0	4p#cubmK#A?	4p#cubmK#A?					0	1		670748		0	1	0
670749		高级路由计划	默认		0	0	0	8QaP`>*j)L^	8QaP`>*j)L^					0	1		670749		0	1	0
670750		高级路由计划	默认		0	0	0	Ilq@ut|$,	Ilq@ut|$,					0	1		670750		0	1	0
670751		高级路由计划	默认		0	0	0	jRIZ9ou?	jRIZ9ou?					0	1		670751		0	1	0
670752		高级路由计划	默认		0	0	0	}cW/	}cW/					0	1		670752		0	1	0
670753		高级路由计划	默认		0	0	0	/vN('v	/vN('v					0	1		670753		0	1	0
670754		高级路由计划	默认		0	0	0	9\#90F%5	9\#90F%5					0	1		670754		0	1	0
670755		高级路由计划	默认		0	0	0	yXZUQk*	yXZUQk*					0	1		670755		0	1	0
670756		高级路由计划	默认		0	0	0	SjSh	SjSh					0	1		670756		0	1	0
670757		高级路由计划	默认		0	0	0	;6RR	;6RR					0	1		670757		0	1	0
670758		高级路由计划	默认		0	0	0	<Ky+z'r}!{	<Ky+z'r}!{					0	1		670758		0	1	0
670759		高级路由计划	默认		0	0	0	&XM2h	&XM2h					0	1		670759		0	1	0
670760		高级路由计划	默认		0	0	0	f[.Z	f[.Z					0	1		670760		0	1	0
670761		高级路由计划	默认		0	0	0	ox*FC9D-ZX	ox*FC9D-ZX					0	1		670761		0	1	0
670762		高级路由计划	默认		0	0	0	`1\Fi-weEX6	`1\Fi-weEX6					0	1		670762		0	1	0
670763		高级路由计划	默认		0	0	0	Fc05|B	Fc05|B					0	1		670763		0	1	0
670764		高级路由计划	默认		0	0	0	$'R3/p`o,Q	$'R3/p`o,Q					0	1		670764		0	1	0
670765		高级路由计划	默认		0	0	0	%q(#PH!h#	%q(#PH!h#					0	1		670765		0	1	0
670766		高级路由计划	默认		0	0	0	V@ex2/D'a$fV	V@ex2/D'a$fV					0	1		670766		0	1	0
670767		高级路由计划	默认		0	0	0	Bd8?G	Bd8?G					0	1		670767		0	1	0
670768		高级路由计划	默认		0	0	0	#>"9aof2*=M\	#>"9aof2*=M\					0	1		670768		0	1	0
670769		高级路由计划	默认		0	0	0	HDx3W]?N/IL	HDx3W]?N/IL					0	1		670769		0	1	0
670770		高级路由计划	默认		0	0	0	zn#VQL51#	zn#VQL51#					0	1		670770		0	1	0
670771		高级路由计划	默认		0	0	0	F8Kh^j	F8Kh^j					0	1		670771		0	1	0
670772		高级路由计划	默认		0	0	0	AAv8T0<U<A	AAv8T0<U<A					0	1		670772		0	1	0
670773		高级路由计划	默认		0	0	0	8g7ZY"4	8g7ZY"4					0	1		670773		0	1	0
670774		高级路由计划	默认		0	0	0	}YtW7^[U0G{	}YtW7^[U0G{					0	1		670774		0	1	0
670775		高级路由计划	默认		0	0	0	}^z`J	}^z`J					0	1		670775		0	1	0
670776		高级路由计划	默认		0	0	0	Z6O2d	Z6O2d					0	1		670776		0	1	0
670777		高级路由计划	默认		0	0	0	*~Q(	*~Q(					0	1		670777		0	1	0
670778		高级路由计划	默认		0	0	0	;y`sN3t2@#K	;y`sN3t2@#K					0	1		670778		0	1	0
670779		高级路由计划	默认		0	0	0	,>\h-	,>\h-					0	1		670779		0	1	0
670780		高级路由计划	默认		0	0	0	bDZMw(>8.:	bDZMw(>8.:					0	1		670780		0	1	0
670781		高级路由计划	默认		0	0	0	p-9AL&^	p-9AL&^					0	1		670781		0	1	0
670782		高级路由计划	默认		0	0	0	|6%8	|6%8					0	1		670782		0	1	0
670783		高级路由计划	默认		0	0	0	s'W*J	s'W*J					0	1		670783		0	1	0
670784		高级路由计划	默认		0	0	0	A@e\t	A@e\t					0	1		670784		0	1	0
670785		高级路由计划	默认		0	0	0	|_gCaT	|_gCaT					0	1		670785		0	1	0
670786		高级路由计划	默认		0	0	0	[7xllnwkcC	[7xllnwkcC					0	1		670786		0	1	0
670787		高级路由计划	默认		0	0	0	;N7adat0{	;N7adat0{					0	1		670787		0	1	0
670788		高级路由计划	默认		0	0	0	sH}On:&4|	sH}On:&4|					0	1		670788		0	1	0
670789		高级路由计划	默认		0	0	0	ob'/p|zR=\f	ob'/p|zR=\f					0	1		670789		0	1	0
670790		高级路由计划	默认		0	0	0	GDM6p0*	GDM6p0*					0	1		670790		0	1	0
670791		高级路由计划	默认		0	0	0	oN-$	oN-$					0	1		670791		0	1	0
670792		高级路由计划	默认		0	0	0	%PHq'*Cx,.v	%PHq'*Cx,.v					0	1		670792		0	1	0
670793		高级路由计划	默认		0	0	0	u29GLz	u29GLz					0	1		670793		0	1	0
670794		高级路由计划	默认		0	0	0	+GLb7f	+GLb7f					0	1		670794		0	1	0
670795		高级路由计划	默认		0	0	0	vB-<NT{t#	vB-<NT{t#					0	1		670795		0	1	0
670796		高级路由计划	默认		0	0	0	?0l3@fK3	?0l3@fK3					0	1		670796		0	1	0
670797		高级路由计划	默认		0	0	0	8HWKV"	8HWKV"					0	1		670797		0	1	0
670798		高级路由计划	默认		0	0	0	qL#|/p;(>u^H	qL#|/p;(>u^H					0	1		670798		0	1	0
670799		高级路由计划	默认		0	0	0	wJTYpKpZp&	wJTYpKpZp&					0	1		670799		0	1	0
